solar_power,load
0.0004988170735365166,29.99159391267943
0.00029929024412190993,20.89646142162931
0.00017957414647314595,23.518284531057603
0.00010774448788388756,21.548011026296535
6.464669273033252e-05,19.285555804334578
3.878801563819951e-05,23.39328700498236
2.3272809382919706e-05,20.63709155502318
1.3963685629751817e-05,22.580803085493258
8.378211377851092e-06,23.080793189794246
5.0269268267106545e-06,17.246533660232117
3.0161560960263923e-06,24.227645491534627
1.809693657615835e-06,16.69029466919727
1.085816194569501e-06,23.701093412942654
6.514897167417005e-07,28.318189532347073
3.908938300450204e-07,18.99962396343745
2.345362980270122e-07,18.35432423507399
0.21480044645692564,20.902711297933074
0.558480879344444,24.122960063446612
0.9794894448120968,17.24653366023212
1.4468948898278247,18.118391404606964
2.095567252383224,18.655880766730522
2.8529997654624206,29.088486786785776
3.6756883688558957,16.977788979170338
4.537530626437933,19.899606151179228
6.381795012850716,15.399695212470352
8.815512676561939,19.56211283077606
11.602902306652227,25.00106768412522
14.60249511656995,27.826011773425787
17.783109910817927,20.679278220073574
21.072337895664056,18.043392888961815
24.42673379486907,13.676291821707897
27.820230442689414,13.365360475595722
31.037730112924898,14.154407358945711
34.149631596609474,14.18253180231264
37.1981741683635,20.832400189515752
40.208701392959185,14.924704613384419
42.88189039014769,14.238780689046504
45.35267645089193,12.270069653361373
47.70202074976957,14.47315105043759
49.97849999152725,12.490377793068994
51.87371686142919,20.760526612022485
53.54017630821767,26.5635367600658
55.069381301138066,23.799528964726917
56.5162336217376,21.16051869546327
57.58380244085141,29.185359869494086
58.42380115907374,25.483870628590854
59.1272578167612,30.77751585787754
59.74878923812774,25.955736289524914
59.98362218011793,25.85730073774065
59.98643603448232,34.49619225861612
59.85003843627121,26.701034038748574
59.630113966514806,30.8915761004212
59.07623011268123,26.90884242584866
58.32197062840133,29.907220582578635
57.447485765853656,36.65864945971788
56.50086567634529,29.736911453301115
55.20410687103892,31.000948935737046
53.69726483625371,32.45560764543772
52.064372863781216,36.714898346451754
50.355850928696356,32.53685603738663
48.302764875912956,30.696267465928635
46.04294035251047,37.83831361205302
43.659072746736506,33.35090242595167
41.20077929153966,41.39449322889378
38.46768714197286,33.75714438569622
35.5697157757841,31.719684710669718
32.57281687962216,42.525720839874765
29.5165614654763,43.02102353694792
26.34030630614415,38.03049730839371
23.092051299700234,40.03045772559765
19.800596384989248,31.833744953213372
16.48322152531801,49.69589142936608
13.625923947084168,48.919344298623614
11.044672737712755,41.81167247216991
8.6290493496588,50.0
6.3128026543953135,47.038131531191155
4.700582892011545,37.57738127637094
3.510779289355602,47.74905496074412
2.5744253825363534,45.55534837812355
1.7901412932191167,39.561717002815485
1.2581993237044538,41.47730408991863
0.8776626260713297,39.808587116814095
